TECH,NODE,YEAR,VALUE
CCG,INDEA,2023,0.17
CCG,INDEA,2024,0.17
CCG,INDEA,2025,0.17
CCG,INDEA,2026,0.17
CCG,INDEA,2027,0.17
CCG,INDEA,2028,0.17
CCG,INDEA,2029,0.17
CCG,INDEA,2030,0.17
CCG,INDEA,2031,0.054
CCG,INDEA,2032,0.054
CCG,INDEA,2033,0.054
CCG,INDEA,2034,0.054
CCG,INDEA,2035,0.054
CCG,INDEA,2036,0.054
CCG,INDEA,2047,5.3898542
CCG,INDEA,2048,8.0491573
CCG,INDEA,2049,11.524281
CCG,INDEA,2050,16.409288
CCG,INDNE,2021,1.4684
CCG,INDNE,2022,1.4684
CCG,INDNE,2023,1.4684
CCG,INDNE,2024,1.4684
CCG,INDNE,2025,1.4684
CCG,INDNE,2026,1.4684
CCG,INDNE,2027,1.4684
CCG,INDNE,2028,1.4684
CCG,INDNE,2029,1.1774
CCG,INDNE,2030,1.1774
CCG,INDNE,2031,1.1774
CCG,INDNE,2032,1.1774
CCG,INDNE,2033,1.1774
CCG,INDNE,2034,1.1774
CCG,INDNE,2035,1.1774
CCG,INDNE,2036,1.1774
CCG,INDNE,2037,1.1244
CCG,INDNE,2038,1.1244
CCG,INDNE,2039,1.1244
CCG,INDNE,2040,1.1244
CCG,INDNE,2041,1.1244
CCG,INDNE,2042,1.1244
CCG,INDNE,2043,1.1244
CCG,INDNE,2044,1.1244
CCG,INDNE,2045,0.7614
CCG,INDNE,2046,0.2634
CCG,INDNE,2047,0.1624
CCG,INDNE,2048,0.1624
CCG,INDNE,2049,0.1624
CCG,INDNE,2050,0.1624
CCG,INDNO,2021,6.2534
CCG,INDNO,2022,6.2534
CCG,INDNO,2023,6.2534
CCG,INDNO,2024,6.2534
CCG,INDNO,2025,5.4237
CCG,INDNO,2026,5.4237
CCG,INDNO,2027,5.1537
CCG,INDNO,2028,5.1537
CCG,INDNO,2029,5.1537
CCG,INDNO,2030,5.1537
CCG,INDNO,2031,10.7869364
CCG,INDNO,2032,13.0734565
CCG,INDNO,2033,17.617159
CCG,INDNO,2034,20.551826000000002
CCG,INDNO,2035,23.248981
CCG,INDNO,2036,26.66616
CCG,INDNO,2037,30.234718
CCG,INDNO,2038,33.31095
CCG,INDNO,2039,37.090512000000004
CCG,INDNO,2040,40.758030000000005
CCG,INDNO,2041,46.041311
CCG,INDNO,2042,50.385143
CCG,INDNO,2043,53.877963
CCG,INDNO,2044,59.771753
CCG,INDNO,2045,66.430663
CCG,INDNO,2046,75.780238
CCG,INDNO,2047,79.25811499999999
CCG,INDNO,2048,87.064207
CCG,INDNO,2049,93.117257
CCG,INDNO,2050,101.86949999999999
CCG,INDSO,2021,6.415
CCG,INDSO,2022,6.415
CCG,INDSO,2023,6.415
CCG,INDSO,2024,6.415
CCG,INDSO,2025,6.415
CCG,INDSO,2026,6.415
CCG,INDSO,2027,6.415
CCG,INDSO,2028,6.008
CCG,INDSO,2029,5.8
CCG,INDSO,2030,5.635
CCG,INDSO,2031,24.037419999999997
CCG,INDSO,2032,31.238989
CCG,INDSO,2033,38.604241
CCG,INDSO,2034,44.130248
CCG,INDSO,2035,49.85195
CCG,INDSO,2036,55.971057
CCG,INDSO,2037,61.682528
CCG,INDSO,2038,69.450808
CCG,INDSO,2039,75.735614
CCG,INDSO,2040,81.384603
CCG,INDSO,2041,89.432434
CCG,INDSO,2042,96.64387699999999
CCG,INDSO,2043,104.56183
CCG,INDSO,2044,112.4169
CCG,INDSO,2045,121.80309
CCG,INDSO,2046,134.6474
CCG,INDSO,2047,145.66999
CCG,INDSO,2048,157.18563
CCG,INDSO,2049,167.78501
CCG,INDSO,2050,173.35392000000002
CCG,INDWE,2021,12.518
CCG,INDWE,2022,12.518
CCG,INDWE,2023,12.518
CCG,INDWE,2024,11.862
CCG,INDWE,2025,11.01
CCG,INDWE,2026,10.353
CCG,INDWE,2027,10.353
CCG,INDWE,2028,9.623
CCG,INDWE,2029,8.328
CCG,INDWE,2030,8.328
CCG,INDWE,2031,7.813
CCG,INDWE,2032,7.813
CCG,INDWE,2033,7.657
CCG,INDWE,2034,7.657
CCG,INDWE,2035,10.895793300000001
CCG,INDWE,2036,16.764022699999998
CCG,INDWE,2037,20.789733000000002
CCG,INDWE,2038,25.116373
CCG,INDWE,2039,30.705956
CCG,INDWE,2040,34.536585
CCG,INDWE,2041,43.435551
CCG,INDWE,2042,50.525634
CCG,INDWE,2043,59.378842999999996
CCG,INDWE,2044,68.730906
CCG,INDWE,2045,76.481835
CCG,INDWE,2046,82.72760099999999
CCG,INDWE,2047,97.52501699999999
CCG,INDWE,2048,113.80064
CCG,INDWE,2049,132.32243
CCG,INDWE,2050,150.13696
COA,INDEA,2021,46.026
COA,INDEA,2022,46.996
COA,INDEA,2023,51.976
COA,INDEA,2024,55.788
COA,INDEA,2025,57.328
COA,INDEA,2026,58.213
COA,INDEA,2027,60.263
COA,INDEA,2028,59.553
COA,INDEA,2029,59.553
COA,INDEA,2030,58.4455
COA,INDEA,2031,54.6655
COA,INDEA,2032,53.468
COA,INDEA,2033,53.008
COA,INDEA,2034,52.798
COA,INDEA,2035,52.018
COA,INDEA,2036,51.658
COA,INDEA,2037,51.328
COA,INDEA,2038,51.208
COA,INDEA,2039,50.208
COA,INDEA,2040,50.208
COA,INDEA,2041,48.888
COA,INDEA,2042,48.198
COA,INDEA,2043,47.243
COA,INDEA,2044,44.508
COA,INDEA,2045,42.993
COA,INDEA,2046,40.223
COA,INDEA,2047,35.443
COA,INDEA,2048,33.413
COA,INDEA,2049,31.189
COA,INDEA,2050,27.595
COA,INDNE,2021,0.75
COA,INDNE,2022,0.75
COA,INDNE,2023,0.75
COA,INDNE,2024,0.75
COA,INDNE,2025,0.75
COA,INDNE,2026,0.75
COA,INDNE,2027,0.75
COA,INDNE,2028,0.75
COA,INDNE,2029,0.75
COA,INDNE,2030,0.75
COA,INDNE,2031,0.75
COA,INDNE,2032,0.75
COA,INDNE,2033,0.75
COA,INDNE,2034,0.75
COA,INDNE,2035,0.75
COA,INDNE,2036,0.75
COA,INDNE,2037,0.75
COA,INDNE,2038,0.75
COA,INDNE,2039,0.75
COA,INDNE,2040,0.75
COA,INDNE,2041,0.75
COA,INDNE,2042,0.75
COA,INDNE,2043,0.75
COA,INDNE,2044,0.75
COA,INDNE,2045,0.75
COA,INDNE,2046,0.75
COA,INDNE,2047,0.75
COA,INDNE,2048,0.75
COA,INDNE,2049,0.75
COA,INDNE,2050,0.75
COA,INDNO,2021,48.8917
COA,INDNO,2022,49.5517
COA,INDNO,2023,52.1917
COA,INDNO,2024,54.7017
COA,INDNO,2025,53.3937
COA,INDNO,2026,53.1487
COA,INDNO,2027,52.9387
COA,INDNO,2028,52.5187
COA,INDNO,2029,51.5987
COA,INDNO,2030,50.8887
COA,INDNO,2031,46.7707
COA,INDNO,2032,46.7707
COA,INDNO,2033,44.6767
COA,INDNO,2034,43.956
COA,INDNO,2035,43.536
COA,INDNO,2036,43.286
COA,INDNO,2037,42.826
COA,INDNO,2038,42.576
COA,INDNO,2039,42.091
COA,INDNO,2040,41.646
COA,INDNO,2041,40.061
COA,INDNO,2042,39.641
COA,INDNO,2043,39.226
COA,INDNO,2044,38.296
COA,INDNO,2045,37.138
COA,INDNO,2046,33.728
COA,INDNO,2047,29.995
COA,INDNO,2048,26.41
COA,INDNO,2049,24.87
COA,INDNO,2050,20.64
COA,INDSO,2021,47.5645
COA,INDSO,2022,47.8345
COA,INDSO,2023,53.4345
COA,INDSO,2024,55.9945
COA,INDSO,2025,57.3545
COA,INDSO,2026,57.432
COA,INDSO,2027,56.712
COA,INDSO,2028,56.292
COA,INDSO,2029,56.082
COA,INDSO,2030,55.242
COA,INDSO,2031,51.492
COA,INDSO,2032,51.252
COA,INDSO,2033,48.882
COA,INDSO,2034,48.632
COA,INDSO,2035,48.212
COA,INDSO,2036,47.952
COA,INDSO,2037,47.952
COA,INDSO,2038,46.282
COA,INDSO,2039,46.072
COA,INDSO,2040,46.072
COA,INDSO,2041,44.212
COA,INDSO,2042,44.024
COA,INDSO,2043,43.104
COA,INDSO,2044,43.026
COA,INDSO,2045,41.891
COA,INDSO,2046,40.177
COA,INDSO,2047,38.157
COA,INDSO,2048,35.372
COA,INDSO,2049,32.573
COA,INDSO,2050,30.493
COA,INDWE,2021,100.456
COA,INDWE,2022,100.586
COA,INDWE,2023,101.366
COA,INDWE,2024,100.276
COA,INDWE,2025,99.146
COA,INDWE,2026,98.246
COA,INDWE,2027,97.996
COA,INDWE,2028,98.296
COA,INDWE,2029,98.086
COA,INDWE,2030,97.876
COA,INDWE,2031,90.276
COA,INDWE,2032,90.276
COA,INDWE,2033,84.501
COA,INDWE,2034,84.051
COA,INDWE,2035,82.926
COA,INDWE,2036,82.091
COA,INDWE,2037,81.826
COA,INDWE,2038,81.826
COA,INDWE,2039,81.3865
COA,INDWE,2040,81.349
COA,INDWE,2041,78.079
COA,INDWE,2042,77.089
COA,INDWE,2043,74.111
COA,INDWE,2044,72.538
COA,INDWE,2045,70.803
COA,INDWE,2046,66.673
COA,INDWE,2047,62.071
COA,INDWE,2048,52.905
COA,INDWE,2049,41.36
COA,INDWE,2050,30.615
CSP,INDNO,2021,0.3555
CSP,INDNO,2022,0.3555
CSP,INDNO,2023,0.3555
CSP,INDNO,2024,0.3555
CSP,INDNO,2025,0.3555
CSP,INDNO,2026,0.3555
CSP,INDNO,2027,0.3555
CSP,INDNO,2028,0.3555
CSP,INDNO,2029,0.3555
CSP,INDNO,2030,0.3555
CSP,INDNO,2031,0.3555
CSP,INDNO,2032,0.3555
CSP,INDNO,2033,0.3555
CSP,INDNO,2034,0.3555
CSP,INDNO,2035,0.3555
CSP,INDNO,2036,0.3555
CSP,INDNO,2037,0.3555
CSP,INDNO,2038,0.3555
CSP,INDNO,2039,0.3555
CSP,INDNO,2040,0.178
CSP,INDNO,2041,0.178
CSP,INDNO,2042,0.175
CSP,INDNO,2043,0.175
CSP,INDNO,2044,0.125
CSP,INDSO,2021,0.1
CSP,INDSO,2022,0.1
CSP,INDSO,2023,0.1
CSP,INDSO,2024,0.1
CSP,INDSO,2025,0.1
CSP,INDSO,2026,0.1
CSP,INDSO,2027,0.1
CSP,INDSO,2028,0.1
CSP,INDSO,2029,0.1
CSP,INDSO,2030,0.1
CSP,INDSO,2031,0.1
CSP,INDSO,2032,0.1
CSP,INDSO,2033,0.1
CSP,INDSO,2034,0.1
CSP,INDSO,2035,0.1
CSP,INDSO,2036,0.1
CSP,INDSO,2037,0.1
CSP,INDSO,2038,0.1
CSP,INDSO,2039,0.1
HYD,INDEA,2021,5.582
HYD,INDEA,2022,5.582
HYD,INDEA,2023,5.582
HYD,INDEA,2024,6.202
HYD,INDEA,2025,6.202
HYD,INDEA,2026,6.202
HYD,INDEA,2027,6.202
HYD,INDEA,2028,6.202
HYD,INDEA,2029,6.202
HYD,INDEA,2030,6.202
HYD,INDEA,2031,6.202
HYD,INDEA,2032,6.202
HYD,INDEA,2033,6.202
HYD,INDEA,2034,6.202
HYD,INDEA,2035,6.202
HYD,INDEA,2036,6.202
HYD,INDEA,2037,6.202
HYD,INDEA,2038,6.202
HYD,INDEA,2039,6.202
HYD,INDEA,2040,6.202
HYD,INDEA,2041,6.202
HYD,INDEA,2042,6.202
HYD,INDEA,2043,6.202
HYD,INDEA,2044,6.202
HYD,INDEA,2045,6.202
HYD,INDEA,2046,6.202
HYD,INDEA,2047,6.202
HYD,INDEA,2048,6.202
HYD,INDEA,2049,6.202
HYD,INDEA,2050,6.202
HYD,INDNE,2021,1.721
HYD,INDNE,2022,1.721
HYD,INDNE,2023,3.721
HYD,INDNE,2024,3.831
HYD,INDNE,2025,3.831
HYD,INDNE,2026,3.831
HYD,INDNE,2027,3.831
HYD,INDNE,2028,3.831
HYD,INDNE,2029,3.831
HYD,INDNE,2030,3.831
HYD,INDNE,2031,3.831
HYD,INDNE,2032,3.831
HYD,INDNE,2033,3.831
HYD,INDNE,2034,3.831
HYD,INDNE,2035,3.831
HYD,INDNE,2036,3.831
HYD,INDNE,2037,3.831
HYD,INDNE,2038,3.831
HYD,INDNE,2039,3.831
HYD,INDNE,2040,3.831
HYD,INDNE,2041,3.831
HYD,INDNE,2042,3.831
HYD,INDNE,2043,3.831
HYD,INDNE,2044,3.831
HYD,INDNE,2045,3.831
HYD,INDNE,2046,3.831
HYD,INDNE,2047,3.831
HYD,INDNE,2048,3.831
HYD,INDNE,2049,3.831
HYD,INDNE,2050,3.831
HYD,INDNO,2021,20.964
HYD,INDNO,2022,21.264
HYD,INDNO,2023,23.758
HYD,INDNO,2024,23.758
HYD,INDNO,2025,25.622
HYD,INDNO,2026,25.832
HYD,INDNO,2027,25.832
HYD,INDNO,2028,25.832
HYD,INDNO,2029,25.832
HYD,INDNO,2030,25.832
HYD,INDNO,2031,25.832
HYD,INDNO,2032,25.832
HYD,INDNO,2033,25.722
HYD,INDNO,2034,25.722
HYD,INDNO,2035,25.722
HYD,INDNO,2036,25.722
HYD,INDNO,2037,25.722
HYD,INDNO,2038,25.722
HYD,INDNO,2039,25.722
HYD,INDNO,2040,25.722
HYD,INDNO,2041,25.722
HYD,INDNO,2042,25.722
HYD,INDNO,2043,25.722
HYD,INDNO,2044,25.722
HYD,INDNO,2045,25.722
HYD,INDNO,2046,25.722
HYD,INDNO,2047,25.722
HYD,INDNO,2048,25.722
HYD,INDNO,2049,25.722
HYD,INDNO,2050,25.722
HYD,INDSO,2021,11.215
HYD,INDSO,2022,11.215
HYD,INDSO,2023,11.715
HYD,INDSO,2024,11.715
HYD,INDSO,2025,11.715
HYD,INDSO,2026,11.715
HYD,INDSO,2027,11.715
HYD,INDSO,2028,11.715
HYD,INDSO,2029,11.715
HYD,INDSO,2030,11.715
HYD,INDSO,2031,11.715
HYD,INDSO,2032,11.715
HYD,INDSO,2033,11.715
HYD,INDSO,2034,11.715
HYD,INDSO,2035,11.715
HYD,INDSO,2036,11.715
HYD,INDSO,2037,11.715
HYD,INDSO,2038,11.715
HYD,INDSO,2039,11.715
HYD,INDSO,2040,11.715
HYD,INDSO,2041,11.715
HYD,INDSO,2042,11.715
HYD,INDSO,2043,11.715
HYD,INDSO,2044,11.715
HYD,INDSO,2045,11.715
HYD,INDSO,2046,11.715
HYD,INDSO,2047,11.715
HYD,INDSO,2048,11.715
HYD,INDSO,2049,13.444941
HYD,INDSO,2050,34.7552
HYD,INDWE,2021,6.935
HYD,INDWE,2022,6.935
HYD,INDWE,2023,6.935
HYD,INDWE,2024,6.935
HYD,INDWE,2025,7.015
HYD,INDWE,2026,7.015
HYD,INDWE,2027,7.015
HYD,INDWE,2028,6.715
HYD,INDWE,2029,6.715
HYD,INDWE,2030,6.715
HYD,INDWE,2031,6.715
HYD,INDWE,2032,6.715
HYD,INDWE,2033,6.715
HYD,INDWE,2034,6.715
HYD,INDWE,2035,6.715
HYD,INDWE,2036,6.715
HYD,INDWE,2037,6.715
HYD,INDWE,2038,6.715
HYD,INDWE,2039,6.715
HYD,INDWE,2040,6.715
HYD,INDWE,2041,6.715
HYD,INDWE,2042,6.715
HYD,INDWE,2043,6.715
HYD,INDWE,2044,6.715
HYD,INDWE,2045,6.715
HYD,INDWE,2046,6.715
HYD,INDWE,2047,6.715
HYD,INDWE,2048,6.715
HYD,INDWE,2049,6.715
HYD,INDWE,2050,6.715
OCG,INDEA,2021,0.366
OCG,INDEA,2022,0.366
OCG,INDEA,2023,0.366
OCG,INDEA,2024,0.366
OCG,INDEA,2025,0.366
OCG,INDEA,2026,0.366
OCG,INDEA,2027,0.366
OCG,INDEA,2028,0.366
OCG,INDEA,2029,0.366
OCG,INDEA,2030,0.366
OCG,INDEA,2031,7.172840399999999
OCG,INDEA,2032,24.732129
OCG,INDEA,2033,46.765094
OCG,INDEA,2034,63.315115999999996
OCG,INDEA,2035,77.606715
OCG,INDEA,2036,90.168182
OCG,INDEA,2037,104.66332
OCG,INDEA,2038,117.78621
OCG,INDEA,2039,130.61457
OCG,INDEA,2040,144.42453
OCG,INDEA,2041,159.71057
OCG,INDEA,2042,173.04491
OCG,INDEA,2043,187.77035
OCG,INDEA,2044,199.37123
OCG,INDEA,2045,208.40665
OCG,INDEA,2046,225.19633
OCG,INDEA,2047,244.25983
OCG,INDEA,2048,264.50703
OCG,INDEA,2049,284.01426
OCG,INDEA,2050,294.19956
OCG,INDNE,2021,0.0698
OCG,INDNE,2022,0.0698
OCG,INDNE,2023,0.0698
OCG,INDNE,2024,0.0698
OCG,INDNE,2025,0.0698
OCG,INDNE,2026,0.0698
OCG,INDNE,2027,0.0698
OCG,INDNE,2028,0.0698
OCG,INDNE,2029,0.0698
OCG,INDNE,2030,0.0698
OCG,INDNE,2031,0.0698
OCG,INDNE,2032,0.0698
OCG,INDNE,2033,0.0698
OCG,INDNE,2034,0.0698
OCG,INDNE,2035,0.0698
OCG,INDNE,2036,0.0698
OCG,INDNE,2037,0.0698
OCG,INDNE,2038,0.0698
OCG,INDNE,2039,0.0698
OCG,INDNE,2040,0.0698
OCG,INDNE,2041,0.0698
OCG,INDNE,2042,0.0698
OCG,INDNE,2043,0.0698
OCG,INDNE,2044,0.0698
OCG,INDNE,2045,0.0698
OCG,INDNE,2046,0.0698
OCG,INDNE,2047,0.0698
OCG,INDNE,2048,0.0698
OCG,INDNO,2021,0.165
OCG,INDNO,2022,0.165
OCG,INDNO,2023,0.165
OCG,INDNO,2024,0.165
OCG,INDNO,2025,0.165
OCG,INDNO,2026,0.165
OCG,INDNO,2027,0.165
OCG,INDNO,2028,0.165
OCG,INDNO,2029,0.165
OCG,INDNO,2030,0.165
OCG,INDNO,2031,0.165
OCG,INDNO,2032,0.165
OCG,INDNO,2033,0.165
OCG,INDNO,2034,0.165
OCG,INDNO,2035,0.165
OCG,INDNO,2036,0.165
OCG,INDNO,2037,0.165
OCG,INDNO,2038,0.165
OCG,INDNO,2039,0.165
OCG,INDNO,2040,0.165
OCG,INDNO,2041,0.165
OCG,INDNO,2042,0.165
OCG,INDSO,2021,0.991
OCG,INDSO,2022,0.991
OCG,INDSO,2023,0.991
OCG,INDSO,2024,0.991
OCG,INDSO,2025,0.991
OCG,INDSO,2026,0.991
OCG,INDSO,2027,0.9235
OCG,INDSO,2028,0.8595
OCG,INDSO,2029,0.8595
OCG,INDSO,2030,0.8595
OCG,INDSO,2031,0.6795
OCG,INDSO,2032,0.6795
OCG,INDSO,2033,0.6795
OCG,INDSO,2034,0.6795
OCG,INDSO,2035,0.6795
OCG,INDSO,2036,0.6795
OCG,INDSO,2037,0.3015
OCG,INDSO,2038,0.3015
OCG,INDSO,2039,0.3015
OCG,INDSO,2040,0.234
OCG,INDSO,2041,0.234
OCG,INDSO,2042,0.234
OCG,INDSO,2043,0.234
OCG,INDSO,2044,0.234
OCG,INDSO,2045,0.12
OCG,INDWE,2021,0.423
OCG,INDWE,2022,0.423
OCG,INDWE,2023,0.423
OCG,INDWE,2024,0.423
OCG,INDWE,2025,0.423
OCG,INDWE,2026,0.423
OCG,INDWE,2027,0.423
OCG,INDWE,2028,0.423
OCG,INDWE,2029,0.423
OCG,INDWE,2030,0.423
OCG,INDWE,2031,0.423
OCG,INDWE,2032,0.423
OCG,INDWE,2033,0.36
OCG,INDWE,2034,0.36
OCG,INDWE,2035,0.36
OCG,INDWE,2036,0.36
OCG,INDWE,2037,0.36
OCG,INDWE,2038,0.36
OCG,INDWE,2039,0.36
OCG,INDWE,2040,0.36
OCG,INDWE,2041,0.36
OCG,INDWE,2042,0.36
OCG,INDWE,2043,0.36
OCG,INDWE,2044,0.36
OCG,INDWE,2045,0.36
OCG,INDWE,2046,0.36
OIL,INDNO,2021,0.175
OIL,INDNO,2022,0.175
OIL,INDSO,2021,0.697
OIL,INDSO,2022,0.697
OIL,INDSO,2023,0.697
OIL,INDSO,2024,0.59
OIL,INDSO,2025,0.59
OIL,INDSO,2026,0.59
OIL,INDSO,2027,0.59
OIL,INDSO,2028,0.53
OIL,INDSO,2029,0.308
OIL,INDSO,2030,0.212
OIL,INDSO,2031,0.212
OIL,INDWE,2021,1.011
OIL,INDWE,2022,1.011
OIL,INDWE,2023,1.011
OIL,INDWE,2024,1.011
OIL,INDWE,2025,1.011
OIL,INDWE,2026,1.011
OIL,INDWE,2027,0.65
OIL,INDWE,2028,0.65
OIL,INDWE,2029,0.5
OIL,INDWE,2030,0.5
OIL,INDWE,2031,0.5
OIL,INDWE,2032,0.5
OIL,INDWE,2033,0.5
SPV,INDEA,2021,0.221
SPV,INDEA,2022,0.221
SPV,INDEA,2023,0.221
SPV,INDEA,2024,49.846
SPV,INDEA,2025,99.471
SPV,INDEA,2026,99.471
SPV,INDEA,2027,99.471
SPV,INDEA,2028,99.471
SPV,INDEA,2029,99.471
SPV,INDEA,2030,99.471
SPV,INDEA,2031,113.81882
SPV,INDEA,2032,122.55769
SPV,INDEA,2033,133.22059
SPV,INDEA,2034,133.66438
SPV,INDEA,2035,134.41723
SPV,INDEA,2036,137.00516
SPV,INDEA,2037,139.66591
SPV,INDEA,2038,142.22413
SPV,INDEA,2039,144.28903
SPV,INDEA,2040,146.1994
SPV,INDEA,2041,149.82895
SPV,INDEA,2042,153.70516
SPV,INDEA,2043,157.58732
SPV,INDEA,2044,161.07571
SPV,INDEA,2045,164.66663
SPV,INDEA,2046,171.71078
SPV,INDEA,2047,177.31509
SPV,INDEA,2048,190.63127
SPV,INDEA,2049,226.72405
SPV,INDEA,2050,232.86149
SPV,INDNE,2021,0.032
SPV,INDNE,2022,0.167
SPV,INDNE,2023,0.167
SPV,INDNE,2024,0.167
SPV,INDNE,2025,0.167
SPV,INDNE,2026,0.167
SPV,INDNE,2027,0.167
SPV,INDNE,2028,0.167
SPV,INDNE,2029,0.167
SPV,INDNE,2030,0.167
SPV,INDNE,2031,0.167
SPV,INDNE,2032,0.167
SPV,INDNE,2033,0.167
SPV,INDNE,2034,0.167
SPV,INDNE,2035,0.167
SPV,INDNE,2036,0.167
SPV,INDNE,2037,0.167
SPV,INDNE,2038,0.167
SPV,INDNE,2039,0.167
SPV,INDNE,2040,0.167
SPV,INDNE,2041,0.167
SPV,INDNE,2042,0.167
SPV,INDNE,2043,0.167
SPV,INDNE,2044,0.167
SPV,INDNE,2045,0.167
SPV,INDNE,2046,0.167
SPV,INDNE,2047,0.167
SPV,INDNE,2048,0.167
SPV,INDNE,2049,0.167
SPV,INDNE,2050,0.167
SPV,INDNO,2021,10.961
SPV,INDNO,2022,14.007
SPV,INDNO,2023,14.007
SPV,INDNO,2024,147.378
SPV,INDNO,2025,274.96022
SPV,INDNO,2026,274.96022
SPV,INDNO,2027,274.96022
SPV,INDNO,2028,274.96022
SPV,INDNO,2029,274.96022
SPV,INDNO,2030,274.96022
SPV,INDNO,2031,274.96022
SPV,INDNO,2032,274.96022
SPV,INDNO,2033,277.16471
SPV,INDNO,2034,288.47522
SPV,INDNO,2035,299.19147
SPV,INDNO,2036,313.50549
SPV,INDNO,2037,327.86883
SPV,INDNO,2038,342.13873
SPV,INDNO,2039,356.68318
SPV,INDNO,2040,371.58897
SPV,INDNO,2041,389.29423
SPV,INDNO,2042,407.27795
SPV,INDNO,2043,424.45128
SPV,INDNO,2044,444.39222
SPV,INDNO,2045,468.47573
SPV,INDNO,2046,528.54358
SPV,INDNO,2047,564.21497
SPV,INDNO,2048,587.7318
SPV,INDNO,2049,611.21742
SPV,INDNO,2050,634.7432
SPV,INDSO,2021,16.273
SPV,INDSO,2022,16.856
SPV,INDSO,2023,16.856
SPV,INDSO,2024,97.566
SPV,INDSO,2025,178.176
SPV,INDSO,2026,258.786
SPV,INDSO,2027,290.4634
SPV,INDSO,2028,321.35052
SPV,INDSO,2029,348.81739
SPV,INDSO,2030,361.39593
SPV,INDSO,2031,388.11609
SPV,INDSO,2032,415.23017
SPV,INDSO,2033,442.32692
SPV,INDSO,2034,469.28028
SPV,INDSO,2035,496.38861
SPV,INDSO,2036,527.49544
SPV,INDSO,2037,558.40072
SPV,INDSO,2038,589.29482
SPV,INDSO,2039,620.2279
SPV,INDSO,2040,651.16325
SPV,INDSO,2041,686.25362
SPV,INDSO,2042,721.46429
SPV,INDSO,2043,756.53482
SPV,INDSO,2044,794.71289
SPV,INDSO,2045,806.096
SPV,INDSO,2046,806.096
SPV,INDSO,2047,806.096
SPV,INDSO,2048,806.096
SPV,INDSO,2049,806.096
SPV,INDSO,2050,806.096
SPV,INDWE,2021,7.692
SPV,INDWE,2022,8.291
SPV,INDWE,2023,8.393
SPV,INDWE,2024,137.17
SPV,INDWE,2025,265.347
SPV,INDWE,2026,272.90548
SPV,INDWE,2027,272.90548
SPV,INDWE,2028,272.90548
SPV,INDWE,2029,280.43021
SPV,INDWE,2030,286.76907
SPV,INDWE,2031,311.86968
SPV,INDWE,2032,331.49939
SPV,INDWE,2033,350.93301
SPV,INDWE,2034,370.94936
SPV,INDWE,2035,390.52301
SPV,INDWE,2036,413.86027
SPV,INDWE,2037,437.25841
SPV,INDWE,2038,460.88798
SPV,INDWE,2039,484.73156
SPV,INDWE,2040,509.23514
SPV,INDWE,2041,537.02679
SPV,INDWE,2042,565.07709
SPV,INDWE,2043,593.53117
SPV,INDWE,2044,624.88098
SPV,INDWE,2045,677.14534
SPV,INDWE,2046,742.30866
SPV,INDWE,2047,811.28189
SPV,INDWE,2048,872.69803
SPV,INDWE,2049,912.10444
