REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2048,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2049,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2049,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2049,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2049,S2D1,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2050,S1D2,37.334036
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2050,S1D1,12.014546
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2050,S2D2,87.776277
GLOBAL,PWRHYDINDWE01,HYDINDWE,1,2050,S2D1,87.776277
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2021,S1D2,0.0097572384
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2021,S1D1,1.4278217
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2021,S2D2,0.0048786192
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2021,S2D1,1.4278217
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2022,S1D2,0.0097572384
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2022,S1D1,1.4278217
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2022,S2D2,0.0048786192
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2022,S2D1,1.4278217
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2023,S1D2,0.0097572384
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2023,S1D1,1.4278217
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2023,S2D2,0.0048786192
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2023,S2D1,1.4278217
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2024,S1D2,2.2007208
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2024,S1D1,322.04163
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2024,S2D2,1.1003604
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2024,S2D1,322.04163
GLOBAL,PWRSPVINDEA01,SPVINDEA,1,2025,S1D2,4.3916844
