REGION,TECHNOLOGY,VALUE
GLOBAL,PWRCCGCYPXX00,30.0
GLOBAL,PWRBIOCHNFU01,30.0
GLOBAL,PWRCOGINDNE01,30.0
GLOBAL,PWRURNPHLXX01,60.0
GLOBAL,PWROTHSYRXX01,30.0
GLOBAL,PWRCCGBHRXX01,30.0
GLOBAL,PWRHYDUSAGU01,100.0
GLOBAL,PWROTHGINXX01,30.0
GLOBAL,PWRHYDALBXX01,100.0
GLOBAL,PWRURNDZAXX01,60.0
GLOBAL,PWROTHUSAPR01,30.0
GLOBAL,PWROCGFINXX00,30.0
GLOBAL,PWRGEOSLEXX01,30.0
GLOBAL,PWROTHCHNGX01,30.0
GLOBAL,PWRCCGNAMXX01,30.0
GLOBAL,PWRCCSGBRXX01,30.0
GLOBAL,PWRCOADOMXX01,30.0
GLOBAL,PWROCGCIVXX00,30.0
GLOBAL,PWRWAVDEUXX01,20.0
GLOBAL,PWRHYDDEUXX01,100.0
GLOBAL,PWRWAVUSARA01,20.0
GLOBAL,PWRWONNERXX01,30.0
GLOBAL,PWROTHCHNSX01,30.0
GLOBAL,PWROCGDNKXX00,30.0
GLOBAL,PWRBIOISRXX01,30.0
GLOBAL,PWRCSPUSARM01,30.0
GLOBAL,PWRBIOLAOXX01,30.0
GLOBAL,PWRURNCHNSC01,60.0
GLOBAL,PWRSPVSLVXX01,30.0
GLOBAL,PWRWOFCIVXX01,30.0
GLOBAL,PWRGEOUSARA01,30.0
GLOBAL,PWRCCSGMBXX01,30.0
GLOBAL,PWRBIOMNEXX01,30.0
GLOBAL,PWRCCGKENXX00,30.0
GLOBAL,PWROTHAZEXX01,30.0
GLOBAL,PWRSPVAUSWA01,30.0
GLOBAL,PWROCGAUSQL01,30.0
GLOBAL,PWRWOFUZBXX01,30.0
GLOBAL,PWRWOFCHNJS01,30.0
GLOBAL,PWRCOAAUSQL01,30.0
GLOBAL,PWRCCSIRNXX01,30.0
GLOBAL,PWRBIOCHNMA01,30.0
GLOBAL,PWRURNUSAHA01,60.0
GLOBAL,PWRBIOMLTXX01,30.0
GLOBAL,PWRCCSBDIXX01,30.0
GLOBAL,PWRCCGCRIXX00,30.0
GLOBAL,PWRCOASVKXX01,30.0
GLOBAL,PWRWAVUSAAZ01,20.0
GLOBAL,PWRCCGMYSXX00,30.0
GLOBAL,PWRCOAMNGXX01,30.0
GLOBAL,PWRCOAKWTXX01,30.0
GLOBAL,PWROCGAUSNT00,30.0
GLOBAL,PWRHYDPANXX01,100.0
GLOBAL,PWRPETBELXX01,30.0
GLOBAL,PWRBIORUSSI01,30.0
GLOBAL,PWROTHBRNXX01,30.0
GLOBAL,PWRWOFSENXX01,30.0
GLOBAL,PWRGEOAUSNT01,30.0
GLOBAL,PWRWASFINXX01,30.0
GLOBAL,PWRHYDKAZXX01,100.0
GLOBAL,PWRWASKAZXX01,30.0
GLOBAL,PWROCGRUSNW01,30.0
GLOBAL,PWRCCGCANMB00,30.0
GLOBAL,PWRBIORWAXX01,30.0
GLOBAL,PWRWOFMWIXX01,30.0
GLOBAL,PWRCCGHTIXX01,30.0
GLOBAL,PWRWOFISLXX01,30.0
GLOBAL,PWRCCGHNDXX00,30.0
GLOBAL,PWRHYDAREXX01,100.0
GLOBAL,PWRCOGESPXX01,30.0
GLOBAL,PWRWONAUSQL01,30.0
GLOBAL,PWRURNSYRXX01,60.0
GLOBAL,PWRWAVCHNMA01,20.0
GLOBAL,PWROILBGDXX01,30.0
GLOBAL,PWROCGUSAMW00,30.0
GLOBAL,PWRWOFTGOXX01,30.0
GLOBAL,PWROILSENXX01,30.0
GLOBAL,PWRCSPCODXX01,30.0
GLOBAL,PWRBIOMYSXX01,30.0
GLOBAL,PWRPETBGRXX01,30.0
GLOBAL,PWRCCGEGYXX00,30.0
GLOBAL,PWRPETHNDXX01,30.0
GLOBAL,PWRWOFTURXX01,30.0
GLOBAL,PWRBIOCHNTI01,30.0
GLOBAL,PWRURNCHNTI01,60.0
GLOBAL,PWRCOABRNXX01,30.0
GLOBAL,PWRCSPAUSTA01,30.0
GLOBAL,PWRBIOMNGXX01,30.0
GLOBAL,PWRHYDNICXX01,100.0
GLOBAL,PWRSPVTWNXX01,30.0
GLOBAL,PWRCCSSOMXX01,30.0
GLOBAL,PWRCCGCHNQI00,30.0
GLOBAL,PWRPETCPVXX01,30.0
GLOBAL,PWRWAVUSASW01,20.0
GLOBAL,PWROILBELXX01,30.0
GLOBAL,PWROTHAUSSW01,30.0
GLOBAL,PWRGEOUSASS01,30.0
GLOBAL,PWRCCGCHNSD01,30.0
GLOBAL,PWRWAVCHNLI01,20.0
GLOBAL,PWRBIOKGZXX01,30.0
GLOBAL,PWROTHJPNCE01,30.0
GLOBAL,PWRGEOSURXX01,30.0
GLOBAL,PWRCCGCHNTI00,30.0
GLOBAL,PWRCOGUSANW01,30.0
GLOBAL,PWRBIONORXX01,30.0
GLOBAL,PWROCGRUSMV01,30.0
GLOBAL,PWRCOAISRXX01,30.0
GLOBAL,PWRWONCANNL01,30.0
GLOBAL,PWRHYDUSARE01,100.0
GLOBAL,PWRWASKHMXX01,30.0
GLOBAL,PWRWONUSAAZ01,30.0
GLOBAL,PWRCCSNLDXX01,30.0
GLOBAL,PWRWASUSASA01,30.0
GLOBAL,PWRWOFGBRXX01,30.0
GLOBAL,PWROCGSVNXX00,30.0
GLOBAL,PWRGEOBRACN01,30.0
GLOBAL,PWRCSPBGDXX01,30.0
GLOBAL,PWRCSPTURXX01,30.0
GLOBAL,PWRHYDCHNFU01,100.0
GLOBAL,PWRCCSUSAGU01,30.0
GLOBAL,PWRGEOUSAER01,30.0
GLOBAL,PWRGEONERXX01,30.0
GLOBAL,PWRBIOINDEA01,30.0
GLOBAL,PWRWOFMRTXX01,30.0
GLOBAL,PWRWONKORXX01,30.0
GLOBAL,PWRCCSCHNQI01,30.0
GLOBAL,PWROILSVNXX01,30.0
GLOBAL,PWRCOGUSASW01,30.0
GLOBAL,PWROTHCHNGA01,30.0
GLOBAL,PWRHYDBRASO01,100.0
GLOBAL,PWRWASNERXX01,30.0
GLOBAL,PWRCSPCHNCH01,30.0
GLOBAL,PWRSPVLVAXX01,30.0
GLOBAL,PWRPETCHNJX01,30.0
GLOBAL,PWROTHSVNXX01,30.0
GLOBAL,PWRWOFCANON01,30.0
GLOBAL,PWRWOFCHNHJ01,30.0
GLOBAL,PWRCOGMDAXX01,30.0
GLOBAL,PWRGEOGHAXX01,30.0
GLOBAL,PWRWOFTUNXX01,30.0
GLOBAL,PWRBIOVENXX01,30.0
GLOBAL,PWRGEOCHNMA01,30.0
GLOBAL,PWRCCSCANQC01,30.0
GLOBAL,PWRPETERIXX01,30.0
GLOBAL,PWRWAVECUXX01,20.0
GLOBAL,PWRWOFKORXX01,30.0
GLOBAL,PWRCOAEGYXX01,30.0
GLOBAL,PWRCCGCHNCH00,30.0
GLOBAL,PWRBIOUSASV01,30.0
GLOBAL,PWRWONCHNAN01,30.0
GLOBAL,PWRURNSWZXX01,60.0
GLOBAL,PWRWASCUBXX01,30.0
GLOBAL,PWRURNSLEXX01,60.0
GLOBAL,PWRURNHUNXX01,60.0
GLOBAL,PWRWAVCHNHN01,20.0
GLOBAL,PWRWOFSOMXX01,30.0
GLOBAL,PWRWONMNEXX01,30.0
GLOBAL,PWRWAVGEOXX01,20.0
GLOBAL,PWRCOGUZBXX01,30.0
GLOBAL,PWROILKGZXX01,30.0
GLOBAL,PWRHYDCHNHK01,100.0
GLOBAL,PWRWONMUSXX01,30.0
GLOBAL,PWRHYDNERXX01,100.0
GLOBAL,PWROCGCHNMA01,30.0
GLOBAL,PWRHYDUSAER01,100.0
GLOBAL,PWRSPVBRAWE01,30.0
GLOBAL,PWRURNCHNHU01,60.0
GLOBAL,PWRCCGGUFXX00,30.0
GLOBAL,PWRPETCHNHB01,30.0
GLOBAL,PWRCSPGINXX01,30.0
GLOBAL,PWROTHBRAJ301,30.0
GLOBAL,PWRCCSUSARM01,30.0
GLOBAL,PWROCGRUSUR01,30.0
GLOBAL,PWRURNTURXX01,60.0
GLOBAL,PWRWONRUSUR01,30.0
GLOBAL,PWRCCGISRXX00,30.0
GLOBAL,PWRSPVUSASC01,30.0
GLOBAL,PWROCGBGDXX01,30.0
GLOBAL,PWRCCSDJIXX01,30.0
GLOBAL,PWRWASPAKXX01,30.0
GLOBAL,PWROCGKORXX00,30.0
GLOBAL,PWRCCGKOSXX00,30.0
GLOBAL,PWRCOGAUSTA01,30.0
GLOBAL,PWRWASAUTXX01,30.0
GLOBAL,PWROCGINDWE00,30.0
GLOBAL,PWRSPVGINXX01,30.0
GLOBAL,PWRWASSWZXX01,30.0
GLOBAL,PWRURNCANON01,60.0
GLOBAL,PWROILESTXX01,30.0
GLOBAL,PWROTHSWEXX01,30.0
GLOBAL,PWRWONCHNFU01,30.0
GLOBAL,PWROILBGRXX01,30.0
GLOBAL,PWRHYDBTNXX01,100.0
GLOBAL,PWRCOGUKRXX01,30.0
GLOBAL,PWROILCHNZH01,30.0
GLOBAL,PWROCGCANAR01,30.0
GLOBAL,PWROILBENXX01,30.0
GLOBAL,PWRCCGMWIXX01,30.0
GLOBAL,PWROTHBGRXX01,30.0
GLOBAL,PWRPETUSAMW01,30.0
GLOBAL,PWRCCSCANAB01,30.0
GLOBAL,PWRCCSUSAMW01,30.0
GLOBAL,PWRURNZAFXX01,60.0
GLOBAL,PWROILUSAFR01,30.0
GLOBAL,PWRBIOUSASC01,30.0
GLOBAL,PWRCCGUSAER01,30.0
GLOBAL,PWRGEOCHNSH01,30.0
GLOBAL,PWRSPVCANAR01,30.0
GLOBAL,PWRGEOUSASN01,30.0
GLOBAL,PWRGEOARMXX01,30.0
GLOBAL,PWRCCGYEMXX00,30.0
GLOBAL,PWRCCGCHNFU00,30.0
GLOBAL,PWRSPVLTUXX01,30.0
GLOBAL,PWRSPVBRAJ101,30.0
GLOBAL,PWRCCGSAUXX00,30.0
GLOBAL,PWRWASAUSTA01,30.0
GLOBAL,PWRWASMOZXX01,30.0
GLOBAL,PWROTHSVKXX01,30.0
GLOBAL,PWRWASTWNXX01,30.0
GLOBAL,PWRGEOBGDXX01,30.0
GLOBAL,PWRCCSUSASV01,30.0
GLOBAL,PWRWASBRNXX01,30.0
GLOBAL,PWRWAVCHLXX01,20.0
GLOBAL,PWRWONHRVXX01,30.0
GLOBAL,PWROILUSAAK01,30.0
GLOBAL,PWRGEOSVKXX01,30.0
GLOBAL,PWRGEOCRIXX01,30.0
GLOBAL,PWRPETCANAB01,30.0
GLOBAL,PWRSPVAUSSW01,30.0
GLOBAL,PWROCGBRANE00,30.0
GLOBAL,PWROILGUYXX01,30.0
GLOBAL,PWRCCGINDNO01,30.0
GLOBAL,PWRCCGBELXX00,30.0
GLOBAL,PWRCCGCHNWM00,30.0
GLOBAL,PWRPETPRYXX01,30.0
GLOBAL,PWRSPVKGZXX01,30.0
GLOBAL,PWRHYDJPNKY01,100.0
GLOBAL,PWRCSPIRQXX01,30.0
GLOBAL,PWRCCSGHAXX01,30.0
GLOBAL,PWRCCGUSANY01,30.0
GLOBAL,PWRWOFDOMXX01,30.0
GLOBAL,PWROCGCANAR00,30.0
GLOBAL,PWRCOAAUSWA01,30.0
GLOBAL,PWRCCGERIXX00,30.0
GLOBAL,PWRWASSOMXX01,30.0
GLOBAL,PWRWOFMNGXX01,30.0
GLOBAL,PWRWOFUSAME01,30.0
GLOBAL,PWRWAVMEXXX01,20.0
GLOBAL,PWRCCGLUXXX00,30.0
GLOBAL,PWRURNTCDXX01,60.0
GLOBAL,PWRBIOHNDXX01,30.0
GLOBAL,PWRURNESHXX01,60.0
GLOBAL,PWRWAVCHNXI01,20.0
GLOBAL,PWRCOASWEXX01,30.0
GLOBAL,PWRCCGUSASC01,30.0
GLOBAL,PWRCOGBLRXX01,30.0
GLOBAL,PWRCOAYEMXX01,30.0
GLOBAL,PWRPETBRACW01,30.0
GLOBAL,PWRHYDCHNXI01,100.0
GLOBAL,PWRCSPCHNGD01,30.0
GLOBAL,PWRCCGFRAXX00,30.0
GLOBAL,PWROILJPNOK01,30.0
GLOBAL,PWRHYDUSAFR01,100.0
GLOBAL,PWROILUSACA01,30.0
GLOBAL,PWROCGRUSFE00,30.0
GLOBAL,PWROILUSARA01,30.0
GLOBAL,PWRCOAUSASC01,30.0
GLOBAL,PWRWAVCANON01,20.0
GLOBAL,PWROTHJPNKY01,30.0
GLOBAL,PWRCCGPNGXX00,30.0
GLOBAL,PWRSPVINDNE01,30.0
GLOBAL,PWRPETCANNL01,30.0
GLOBAL,PWRURNROUXX01,60.0
GLOBAL,PWRWASCHNSC01,30.0
GLOBAL,PWROTHNICXX01,30.0
GLOBAL,PWRWASCHEXX01,30.0
GLOBAL,PWRSPVSGPXX01,30.0
GLOBAL,PWRWONNGAXX01,30.0
GLOBAL,PWROILBOLXX01,30.0
GLOBAL,PWRWOFCANQC01,30.0
GLOBAL,PWRSPVCHNJI01,30.0
GLOBAL,PWRBIOCHNJX01,30.0
GLOBAL,PWRCOGCHNEM01,30.0
GLOBAL,PWROILTWNXX01,30.0
GLOBAL,PWRHYDSVKXX01,100.0
GLOBAL,PWROCGBLZXX01,30.0
GLOBAL,PWROCGCANON01,30.0
GLOBAL,PWROCGZAFXX01,30.0
GLOBAL,PWRPETLBYXX01,30.0
GLOBAL,PWROCGZMBXX00,30.0
GLOBAL,PWRWOFCANAB01,30.0
GLOBAL,PWRWAVCHNJS01,20.0
GLOBAL,PWRCOAJPNCE01,30.0
GLOBAL,PWRCOGGEOXX01,30.0
GLOBAL,PWRSPVPOLXX01,30.0
GLOBAL,PWRSPVGRCXX01,30.0
GLOBAL,PWRWONUSAHA01,30.0
GLOBAL,PWRSPVCHNSH01,30.0
GLOBAL,PWRHYDGTMXX01,100.0
GLOBAL,PWRCSPEGYXX01,30.0
GLOBAL,PWRWONBRAJ201,30.0
GLOBAL,PWRPETLVAXX01,30.0
GLOBAL,PWRWOFCHNHA01,30.0
GLOBAL,PWRWOFNAMXX01,30.0
GLOBAL,PWRCCGJORXX00,30.0
GLOBAL,PWRWAVPRKXX01,20.0
GLOBAL,PWRCOGBGRXX01,30.0
GLOBAL,PWROTHPOLXX01,30.0
GLOBAL,PWRCOGCHNLI01,30.0
GLOBAL,PWROCGAUTXX00,30.0
GLOBAL,PWRGEOBRASO01,30.0
GLOBAL,PWROCGKAZXX01,30.0
GLOBAL,PWRCOACPVXX01,30.0
GLOBAL,PWRCCSDEUXX01,30.0
GLOBAL,PWROCGBIHXX01,30.0
GLOBAL,PWRPETUSASV01,30.0
GLOBAL,PWRCOGSOMXX01,30.0
GLOBAL,PWRCCGOMNXX01,30.0
GLOBAL,PWRPETKAZXX01,30.0
GLOBAL,PWROCGUSASS00,30.0
GLOBAL,PWRURNGHAXX01,60.0
GLOBAL,PWROCGTGOXX01,30.0
GLOBAL,PWRWAVHNDXX01,20.0
GLOBAL,PWROILBRAJ201,30.0
GLOBAL,PWRPETMOZXX01,30.0
GLOBAL,PWROTHGUFXX01,30.0
GLOBAL,PWRWASGABXX01,30.0
GLOBAL,PWRSPVINDNO01,30.0
GLOBAL,PWRCCGVNMXX00,30.0
GLOBAL,PWROTHJPNOK01,30.0
GLOBAL,PWRCCGCHNAN01,30.0
GLOBAL,PWROCGPHLXX01,30.0
GLOBAL,PWRSPVARMXX01,30.0
GLOBAL,PWROTHCHNJS01,30.0
GLOBAL,PWROCGUSASA00,30.0
GLOBAL,PWRCCGMARXX01,30.0
GLOBAL,PWRCCGUSASW00,30.0
GLOBAL,PWRURNGBRXX01,60.0
GLOBAL,PWRCOGUSASC01,30.0
GLOBAL,PWRWOFPRKXX01,30.0
GLOBAL,PWROTHAUSVI01,30.0
GLOBAL,PWRCCGUSAHA01,30.0
GLOBAL,PWRCOAAGOXX01,30.0
GLOBAL,PWRBIOUSAGU01,30.0
GLOBAL,PWRCCGCANON00,30.0
GLOBAL,PWRCOABLZXX01,30.0
GLOBAL,PWRWASERIXX01,30.0
GLOBAL,PWRWOFUSASV01,30.0
GLOBAL,PWROCGMUSXX00,30.0
GLOBAL,PWRSPVHRVXX01,30.0
GLOBAL,PWRBIOBGDXX01,30.0
GLOBAL,PWRWAVCHNSH01,20.0
GLOBAL,PWROTHBRASO01,30.0
GLOBAL,PWRCCGCHNJX01,30.0
GLOBAL,PWRCCGPHLXX00,30.0
GLOBAL,PWRCCSJAMXX01,30.0
GLOBAL,PWROCGUSASC00,30.0
GLOBAL,PWRWONINDNO01,30.0
GLOBAL,PWROCGINDSO00,30.0
GLOBAL,PWROTHRUSNW01,30.0
GLOBAL,PWRCOACUBXX01,30.0
GLOBAL,PWRCOAROUXX01,30.0
GLOBAL,PWRCOGCHNGA01,30.0
GLOBAL,PWRHYDCANQC01,100.0
GLOBAL,PWROILMNEXX01,30.0
GLOBAL,PWROTHGEOXX01,30.0
GLOBAL,PWRWASCHNTI01,30.0
GLOBAL,PWRPETRUSCE01,30.0
GLOBAL,PWRWASAUSQL01,30.0
GLOBAL,PWROTHLBYXX01,30.0
GLOBAL,PWRWASCHNEM01,30.0
GLOBAL,PWRCOGTURXX01,30.0
GLOBAL,PWROCGZMBXX01,30.0
GLOBAL,PWRCSPARMXX01,30.0
GLOBAL,PWRCSPRUSNW01,30.0
GLOBAL,PWRCOAUSAFR01,30.0
GLOBAL,PWRCCGAREXX01,30.0
GLOBAL,PWRWAVBWAXX01,20.0
GLOBAL,PWRPETIRQXX01,30.0
GLOBAL,PWROTHCHNLI01,30.0
GLOBAL,PWRWAVPANXX01,20.0
GLOBAL,PWRGEOCANBC01,30.0
GLOBAL,PWRCOACHNHB01,30.0
GLOBAL,PWRCCGCHNGD00,30.0
GLOBAL,PWRCCSKAZXX01,30.0
GLOBAL,PWRCSPINDNE01,30.0
GLOBAL,PWRGEOIRLXX01,30.0
GLOBAL,PWROILBFAXX01,30.0
GLOBAL,PWRWOFGUFXX01,30.0
GLOBAL,PWRWONGMBXX01,30.0
GLOBAL,PWRSPVCHNHK01,30.0
GLOBAL,PWRCOGBRACN01,30.0
GLOBAL,PWROTHMEXXX01,30.0
GLOBAL,PWRCOGNAMXX01,30.0
GLOBAL,PWRWONCHNGX01,30.0
GLOBAL,PWRCCGARMXX01,30.0
GLOBAL,PWRCSPCANBC01,30.0
GLOBAL,PWRCOABRANW01,30.0
GLOBAL,PWRCSPCANMB01,30.0
GLOBAL,PWRCOAJAMXX01,30.0
GLOBAL,PWRWAVVENXX01,20.0
GLOBAL,PWRWASBLRXX01,30.0
GLOBAL,PWRCOGMKDXX01,30.0
GLOBAL,PWRCSPTUNXX01,30.0
GLOBAL,PWRCOAMMRXX01,30.0
GLOBAL,PWRBIOFRAXX01,30.0
GLOBAL,PWRCOATJKXX01,30.0
GLOBAL,PWRPETAZEXX01,30.0
GLOBAL,PWROCGIRNXX00,30.0
GLOBAL,PWRCCGAFGXX00,30.0
GLOBAL,PWRHYDVNMXX01,100.0
GLOBAL,PWRHYDCHNBE01,100.0
GLOBAL,PWROTHRUSSI01,30.0
GLOBAL,PWRHYDUSANE01,100.0
GLOBAL,PWRCCGKAZXX01,30.0
GLOBAL,PWRWAVLKAXX01,20.0
GLOBAL,PWRWAVBLZXX01,20.0
GLOBAL,PWRURNISRXX01,60.0
GLOBAL,PWRCCGCHNHK01,30.0
GLOBAL,PWRWASRUSNW01,30.0
GLOBAL,PWRURNITAXX01,60.0
GLOBAL,PWRWASMLIXX01,30.0
GLOBAL,PWRURNHRVXX01,60.0
GLOBAL,PWRWONARMXX01,30.0
GLOBAL,PWRCOGAZEXX01,30.0
GLOBAL,PWRHYDPHLXX01,100.0
GLOBAL,PWRBIOCHEXX01,30.0
GLOBAL,PWRWOFBGRXX01,30.0
GLOBAL,PWRCOAINDSO01,30.0
GLOBAL,PWRHYDUSAHA01,100.0
GLOBAL,PWRWAVCHNEM01,20.0
GLOBAL,PWRPETAUSSA01,30.0
GLOBAL,PWROCGCHNGU00,30.0
GLOBAL,PWRGEOCHNJI01,30.0
GLOBAL,PWROILCHNNI01,30.0
GLOBAL,PWRCOARUSFE01,30.0
GLOBAL,PWRSPVHNDXX01,30.0
GLOBAL,PWRWOFCHNQI01,30.0
GLOBAL,PWRHYDSGPXX01,100.0
GLOBAL,PWROCGJORXX01,30.0
GLOBAL,PWRCOAMUSXX01,30.0
GLOBAL,PWROCGMLTXX00,30.0
GLOBAL,PWROILCAFXX01,30.0
GLOBAL,PWRCCSUSANW01,30.0
GLOBAL,PWROCGCHNGX00,30.0
GLOBAL,PWRURNJPNKY01,60.0
GLOBAL,PWRCSPCYPXX01,30.0
GLOBAL,PWRGEOUSASA01,30.0
GLOBAL,PWRCCGTUNXX00,30.0
GLOBAL,PWROILBRACW01,30.0
GLOBAL,PWRCSPSGPXX01,30.0
GLOBAL,PWROTHLSOXX01,30.0
GLOBAL,PWROILMEXXX01,30.0
GLOBAL,PWRGEOUSARM01,30.0
GLOBAL,PWRSPVBHRXX01,30.0
GLOBAL,PWRWONSGPXX01,30.0
GLOBAL,PWRURNAREXX01,60.0
GLOBAL,PWROCGIRNXX01,30.0
GLOBAL,PWRPETMRTXX01,30.0
GLOBAL,PWRHYDBIHXX01,100.0
GLOBAL,PWROCGUSAME00,30.0
GLOBAL,PWROILPAKXX01,30.0
GLOBAL,PWROILAUSSW01,30.0
GLOBAL,PWRWAVKORXX01,20.0
GLOBAL,PWROCGBRAJ101,30.0
GLOBAL,PWROCGARGXX01,30.0
GLOBAL,PWRCOAHTIXX01,30.0
GLOBAL,PWRCCGTGOXX01,30.0
GLOBAL,PWRURNARMXX01,60.0
GLOBAL,PWRCCGCANNL01,30.0
GLOBAL,PWRPETNICXX01,30.0
GLOBAL,PWRWAVMDGXX01,20.0
GLOBAL,PWROCGMNEXX00,30.0
GLOBAL,PWRSPVKOSXX01,30.0
GLOBAL,PWRPETCANON01,30.0
GLOBAL,PWRWASCHNHJ01,30.0
GLOBAL,PWRWASSRBXX01,30.0
GLOBAL,PWRWONTWNXX01,30.0
GLOBAL,PWRHYDAUSSW01,100.0
GLOBAL,PWROTHGBRXX01,30.0
GLOBAL,PWRCOGBWAXX01,30.0
GLOBAL,PWRPETCHNSX01,30.0
GLOBAL,PWRWAVTCDXX01,20.0
GLOBAL,PWROCGRUSCE00,30.0
GLOBAL,PWRWAVGHAXX01,20.0
GLOBAL,PWRHYDJPNSH01,100.0
GLOBAL,PWRCSPCHNQI01,30.0
GLOBAL,PWRGEOCHNLI01,30.0
GLOBAL,PWROTHUSARM01,30.0
GLOBAL,PWRCOAPHLXX01,30.0
GLOBAL,PWRURNCHNHN01,60.0
GLOBAL,PWRWONAUSSA01,30.0
GLOBAL,PWRWAVSVKXX01,20.0
GLOBAL,PWRWAVBRAJ101,20.0
GLOBAL,PWRURNBHRXX01,60.0
GLOBAL,PWRCCSAFGXX01,30.0
GLOBAL,PWRGEOZWEXX01,30.0
GLOBAL,PWRCOGCHNJI01,30.0
GLOBAL,PWROTHAUSTA01,30.0
GLOBAL,PWRCOGCPVXX01,30.0
GLOBAL,PWRCCGCHNGA01,30.0
GLOBAL,PWRWAVJPNCE01,20.0
GLOBAL,PWRHYDMYSXX01,100.0
GLOBAL,PWRWONCHNHB01,30.0
GLOBAL,PWROCGAUSVI01,30.0
GLOBAL,PWRSPVLBNXX01,30.0
GLOBAL,PWRWOFKOSXX01,30.0
GLOBAL,PWRCOGATAXX01,30.0
GLOBAL,PWRCCGLSOXX01,30.0
GLOBAL,PWRURNPANXX01,60.0
GLOBAL,PWRURNBLRXX01,60.0
GLOBAL,PWRCCGRUSSI01,30.0
GLOBAL,PWRCCGLBYXX00,30.0
GLOBAL,PWRCOGBGDXX01,30.0
GLOBAL,PWRWASTKMXX01,30.0
GLOBAL,PWRURNCIVXX01,60.0
GLOBAL,PWRBIOLBNXX01,30.0
GLOBAL,PWRCOGUSARW01,30.0
GLOBAL,PWRURNUSAFR01,60.0
GLOBAL,PWRWAVLBYXX01,20.0
GLOBAL,PWRCOARUSSO01,30.0
GLOBAL,PWRCCSCHNSH01,30.0
GLOBAL,PWRWAVUSAFR01,20.0
GLOBAL,PWRPETUSANY01,30.0
GLOBAL,PWRWASBLZXX01,30.0
GLOBAL,PWRWOFPOLXX01,30.0
GLOBAL,PWRURNCHNHB01,60.0
GLOBAL,PWRSPVSWEXX01,30.0
GLOBAL,PWRURNSENXX01,60.0
GLOBAL,PWRPETUSASE01,30.0
GLOBAL,PWRCCGCHNXI00,30.0
GLOBAL,PWRWOFUSACA01,30.0
GLOBAL,PWROTHCAFXX01,30.0
GLOBAL,PWRSPVUSASS01,30.0
GLOBAL,PWRCCGCHNMA00,30.0
GLOBAL,PWRWASEGYXX01,30.0
GLOBAL,PWRURNCANMB01,60.0
GLOBAL,PWRWONBELXX01,30.0
GLOBAL,PWRWONHNDXX01,30.0
GLOBAL,PWRCCGIDNXX01,30.0
GLOBAL,PWRCCGCHNHB00,30.0
GLOBAL,PWRCOAUSAHA01,30.0
GLOBAL,PWRCCGJPNCE01,30.0
GLOBAL,PWRWOFMDAXX01,30.0
GLOBAL,PWRSPVBRANE01,30.0
GLOBAL,PWRHYDVENXX01,100.0
GLOBAL,PWRWASCHNCH01,30.0
GLOBAL,PWROCGMYSXX00,30.0
GLOBAL,PWRURNCHNXI01,60.0
GLOBAL,PWRCSPSWEXX01,30.0
GLOBAL,PWRPETAGOXX01,30.0
GLOBAL,PWRPETCHNFU01,30.0
GLOBAL,PWRWAVCHNSI01,20.0
GLOBAL,PWRCCGBRAWE01,30.0
GLOBAL,PWROTHUSAAK01,30.0
GLOBAL,PWRCCGZWEXX01,30.0
GLOBAL,PWRCOAECUXX01,30.0
GLOBAL,PWRWAVDJIXX01,20.0
GLOBAL,PWRCCGPRYXX00,30.0
GLOBAL,PWRBIOTUNXX01,30.0
GLOBAL,PWRHYDKHMXX01,100.0
GLOBAL,PWRCCGUSASV01,30.0
GLOBAL,PWRCCSCHNHK01,30.0
GLOBAL,PWROILPANXX01,30.0
GLOBAL,PWRCCSGEOXX01,30.0
GLOBAL,PWRCOAGUFXX01,30.0
GLOBAL,PWRCCSDOMXX01,30.0
GLOBAL,PWRHYDCHNJI01,100.0
GLOBAL,PWRCOGMUSXX01,30.0
GLOBAL,PWRCCGITAXX00,30.0
GLOBAL,PWRPETVENXX01,30.0
GLOBAL,PWRBIONERXX01,30.0
GLOBAL,PWROILCHNSD01,30.0
GLOBAL,PWRCSPSAUXX01,30.0
GLOBAL,PWRWONAUSSW01,30.0
GLOBAL,PWRCSPCHNTI01,30.0
GLOBAL,PWRCSPGHAXX01,30.0
GLOBAL,PWRCCGKENXX01,30.0
GLOBAL,PWRURNMWIXX01,60.0
GLOBAL,PWRCSPGEOXX01,30.0
GLOBAL,PWROCGCAFXX00,30.0
GLOBAL,PWROCGIRLXX00,30.0
GLOBAL,PWRSPVUZBXX01,30.0
GLOBAL,PWRHYDCOLXX01,100.0
GLOBAL,PWRGEOMKDXX01,30.0
GLOBAL,PWRSPVMNEXX01,30.0
GLOBAL,PWRWASTGOXX01,30.0
GLOBAL,PWRCOGGBRXX01,30.0
GLOBAL,PWRSPVSOMXX01,30.0
GLOBAL,PWRCCSTCDXX01,30.0
GLOBAL,PWRCCSARGXX01,30.0
GLOBAL,PWRCOACHNLI01,30.0
GLOBAL,PWROCGLUXXX01,30.0
GLOBAL,PWROILUSAMW01,30.0
GLOBAL,PWROCGARGXX00,30.0
GLOBAL,PWRWAVTGOXX01,20.0
GLOBAL,PWRCOACHNBE01,30.0
GLOBAL,PWRCOGSLEXX01,30.0
GLOBAL,PWRWASCHNGX01,30.0
GLOBAL,PWRCCGCHNXI01,30.0
GLOBAL,PWROTHITAXX01,30.0
