REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2033,679.1163757876157
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2034,722.767408354825
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2035,766.4184409220343
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2036,810.0694734892433
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2037,853.7205060564521
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2038,897.3715386236611
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2039,941.0225711908713
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2040,984.6736037580805
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2041,1048.02083394708
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2042,1111.3680641360777
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2043,1174.715294325077
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2044,1238.0625245140754
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2045,1301.4097547030742
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2046,1364.7569848920732
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2047,1428.1042150810715
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2048,1491.45144527007
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2049,1554.798675459069
GLOBAL,S3D3,PWRGEOTZAXX01,1,ELCTZAXX01,2050,1618.145905648068
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2021,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2022,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2023,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2024,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2025,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2026,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2027,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2028,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2030,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2031,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2032,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2033,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2034,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2035,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2036,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2037,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2038,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2039,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2040,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2041,14.42867806368
