TECH,NODE,YEAR,VALUE
HYD,KENXX,2028,2.846336833036735
HYD,KENXX,2029,3.1583091906173784
HYD,KENXX,2030,3.469550933777459
HYD,KENXX,2031,3.8282826142741695
HYD,KENXX,2032,4.0200000000000005
HYD,KENXX,2033,4.0200000000000005
HYD,KENXX,2034,4.0200000000000005
HYD,KENXX,2035,4.0200000000000005
HYD,KENXX,2036,4.0200000000000005
HYD,KENXX,2037,4.0200000000000005
HYD,KENXX,2038,4.0200000000000005
HYD,KENXX,2039,4.0200000000000005
HYD,KENXX,2040,4.0200000000000005
HYD,KENXX,2041,4.0200000000000005
HYD,KENXX,2042,4.0200000000000005
HYD,KENXX,2043,4.0200000000000005
HYD,KENXX,2044,4.0200000000000005
HYD,KENXX,2045,4.0200000000000005
HYD,KENXX,2046,4.0200000000000005
HYD,KENXX,2047,4.0200000000000005
HYD,KENXX,2048,4.0200000000000005
HYD,KENXX,2049,4.0200000000000005
HYD,KENXX,2050,4.0200000000000005
HYD,TZAXX,2021,2.3720913019695007
HYD,TZAXX,2022,2.591423931281472
HYD,TZAXX,2023,2.810756560593441
HYD,TZAXX,2024,3.030534987932469
HYD,TZAXX,2025,3.2498676172444387
HYD,TZAXX,2026,3.5284913841549703
HYD,TZAXX,2027,3.806669353038445
HYD,TZAXX,2028,4.085293119948975
HYD,TZAXX,2029,4.363916886859507
HYD,TZAXX,2030,4.642540653770038
HYD,TZAXX,2031,4.979118164197961
HYD,TZAXX,2032,5.316141472652939
HYD,TZAXX,2033,5.653164781107918
HYD,TZAXX,2034,5.989742291535841
HYD,TZAXX,2035,6.32676559999082
HYD,TZAXX,2036,6.727092228287871
HYD,TZAXX,2037,7.127418856584923
HYD,TZAXX,2038,7.527299686854917
HYD,TZAXX,2039,7.927626315151968
HYD,TZAXX,2040,8.327952943449018
HYD,TZAXX,2041,8.800944650156337
HYD,TZAXX,2042,9.274382154890713
HYD,TZAXX,2043,9.747373861598032
HYD,TZAXX,2044,10.220365568305349
HYD,TZAXX,2045,10.693357275012668
HYD,TZAXX,2046,11.28047327664654
HYD,TZAXX,2047,11.867589278280413
HYD,TZAXX,2048,12.454705279914286
HYD,TZAXX,2049,13.041821281548163
HYD,TZAXX,2050,13.628937283182031
OCG,KENXX,2024,0.0918181178771983
OCG,KENXX,2025,0.4645374834456295
OCG,KENXX,2026,0.5908172070969737
OCG,KENXX,2027,1.1044825534033378
OCG,KENXX,2028,1.2307622770546829
OCG,KENXX,2029,1.359042002769924
OCG,KENXX,2030,1.6219340247532206
OCG,KENXX,2031,1.7905904109480255
OCG,KENXX,2032,2.1796214477938527
OCG,KENXX,2033,2.467969438165877
OCG,KENXX,2034,2.741640326336501
OCG,KENXX,2035,2.8912174249243234
OCG,KENXX,2036,3.0670818420321107
OCG,KENXX,2037,3.242817467658711
OCG,KENXX,2038,3.418567507421519
OCG,KENXX,2039,3.594303133048117
OCG,KENXX,2040,3.8601675501559054
OCG,KENXX,2041,4.07231990741839
OCG,KENXX,2042,4.358586642025856
OCG,KENXX,2043,4.72161020780715
OCG,KENXX,2044,4.933762565069636
OCG,KENXX,2045,5.14591492233212
OCG,KENXX,2046,5.410401555042426
OCG,KENXX,2047,5.67501697923392
OCG,KENXX,2048,5.906213056388667
OCG,KENXX,2049,6.1706996890989725
OCG,KENXX,2050,6.1706996890989725
OCG,TZAXX,2021,0.2125
OCG,TZAXX,2022,0.2125
OCG,TZAXX,2023,0.2125
OCG,TZAXX,2024,0.2125
OCG,TZAXX,2025,0.063
OCG,TZAXX,2026,0.063
OCG,TZAXX,2027,0.063
OCG,TZAXX,2028,0.063
OCG,TZAXX,2029,0.063
OCG,TZAXX,2030,0.063
OCG,TZAXX,2031,0.063
OCG,TZAXX,2032,0.063
OCG,TZAXX,2033,0.063
OCG,TZAXX,2034,0.063
OCG,TZAXX,2035,0.063
OCG,TZAXX,2036,0.063
OCG,TZAXX,2037,0.063
OCG,TZAXX,2038,0.063
OCG,TZAXX,2039,0.063
OCG,TZAXX,2040,0.063
OCG,TZAXX,2041,0.063
OCG,TZAXX,2042,0.063
OCG,TZAXX,2050,0.2646154241914943
OIL,KENXX,2021,0.7345
OIL,KENXX,2022,0.7345
OIL,KENXX,2023,0.7345
OIL,KENXX,2024,0.7345
OIL,KENXX,2025,0.7345
OIL,KENXX,2026,0.7345
OIL,KENXX,2027,0.447
OIL,KENXX,2028,0.447
OIL,KENXX,2029,0.447
OIL,KENXX,2030,0.327
OIL,KENXX,2031,0.327
OIL,KENXX,2032,0.252
OIL,KENXX,2033,0.252
OIL,KENXX,2034,0.252
OIL,KENXX,2035,0.252
OIL,KENXX,2036,0.252
OIL,KENXX,2037,0.252
OIL,KENXX,2038,0.252
OIL,KENXX,2039,0.252
OIL,KENXX,2040,0.162
OIL,KENXX,2041,0.162
OIL,KENXX,2042,0.088
OIL,TZAXX,2021,0.1
OIL,TZAXX,2022,0.1
OIL,TZAXX,2023,0.1
OIL,TZAXX,2024,0.1
OIL,TZAXX,2025,0.1
OIL,TZAXX,2026,0.1
SPV,KENXX,2021,0.024
SPV,KENXX,2022,0.024
SPV,KENXX,2023,0.024
SPV,KENXX,2024,0.024
SPV,KENXX,2025,0.024
SPV,KENXX,2026,0.024
SPV,KENXX,2027,0.024
SPV,KENXX,2028,0.024
SPV,KENXX,2029,0.024
SPV,KENXX,2030,0.024
SPV,KENXX,2031,0.024
SPV,KENXX,2032,0.8077461904596712
SPV,KENXX,2033,1.874648673391268
SPV,KENXX,2034,4.300720823059758
SPV,KENXX,2035,5.095694436332301
SPV,KENXX,2036,5.908799184868556
SPV,KENXX,2037,6.720472410960204
SPV,KENXX,2038,7.5335771594964545
SPV,KENXX,2039,8.345250385588107
SPV,KENXX,2040,9.158355134124353
SPV,KENXX,2041,10.167578457571642
SPV,KENXX,2042,11.176801781018922
SPV,KENXX,2043,12.184593582021607
SPV,KENXX,2044,13.193816905468893
SPV,KENXX,2045,14.707421196644438
SPV,KENXX,2046,16.978046251934675
SPV,KENXX,2047,18.24494361541106
SPV,KENXX,2048,19.72811522131685
SPV,KENXX,2049,20.993581062348632
SPV,KENXX,2050,22.260478425825006
SPV,TZAXX,2021,2.7005485654076087
SPV,TZAXX,2022,2.962737195553605
SPV,TZAXX,2023,3.2249258256996014
SPV,TZAXX,2024,3.487647359565408
SPV,TZAXX,2025,3.749835989711405
SPV,TZAXX,2026,4.085809876879956
SPV,TZAXX,2027,4.42132380390598
SPV,TZAXX,2028,4.756363072409337
SPV,TZAXX,2029,5.091402340912696
SPV,TZAXX,2030,5.357239651451991
SPV,TZAXX,2031,5.745631809781764
SPV,TZAXX,2032,6.13453839481131
SPV,TZAXX,2033,6.716432495932459
SPV,TZAXX,2034,7.116314724024012
SPV,TZAXX,2035,7.516726597450787
SPV,TZAXX,2036,7.99234810847889
SPV,TZAXX,2037,8.46796961950699
SPV,TZAXX,2038,8.94306148519987
SPV,TZAXX,2039,9.418682996227972
SPV,TZAXX,2040,9.894304507256074
SPV,TZAXX,2041,10.45625820792513
SPV,TZAXX,2042,11.018741553929408
SPV,TZAXX,2043,11.580695254598467
SPV,TZAXX,2044,12.142648955267529
SPV,TZAXX,2045,12.70460265593659
SPV,TZAXX,2046,13.40214556242212
SPV,TZAXX,2047,14.099688468907654
SPV,TZAXX,2048,14.797231375393183
SPV,TZAXX,2049,15.494774281878716
SPV,TZAXX,2050,16.192317188364246
WON,KENXX,2021,0.336
WON,KENXX,2022,0.336
WON,KENXX,2023,0.336
WON,KENXX,2024,0.31
WON,KENXX,2025,0.31
WON,KENXX,2026,0.31
WON,KENXX,2027,0.31
WON,KENXX,2028,0.31
WON,KENXX,2029,0.31
WON,KENXX,2030,0.31
WON,KENXX,2031,0.31
WON,KENXX,2032,0.31
WON,KENXX,2033,0.31
WON,KENXX,2034,0.31
WON,KENXX,2035,0.31
WON,KENXX,2036,0.31
WON,KENXX,2037,0.31
WON,KENXX,2038,0.31
WON,KENXX,2039,0.31
WON,KENXX,2040,0.31
WON,KENXX,2041,0.31
WON,KENXX,2042,0.31
WON,KENXX,2043,0.31
WON,KENXX,2044,0.31
WON,KENXX,2045,0.31
WON,KENXX,2046,0.31
WON,KENXX,2047,0.31
