REGION,TIMESLICE,FUEL,YEAR,VALUE
GLOBAL,S1D2,ELCTZAXX02,2035,17.030399999999997
GLOBAL,S1D3,ELCTZAXX02,2035,15.611199999999998
GLOBAL,S2D1,ELCTZAXX02,2035,14.192
GLOBAL,S2D2,ELCTZAXX02,2035,17.030399999999997
GLOBAL,S2D3,ELCTZAXX02,2035,14.192
GLOBAL,S3D1,ELCTZAXX02,2035,15.611199999999998
GLOBAL,S3D2,ELCTZAXX02,2035,18.4496
GLOBAL,S3D3,ELCTZAXX02,2035,15.611199999999998
GLOBAL,S1D1,ELCTZAXX02,2036,15.090000000000002
GLOBAL,S1D2,ELCTZAXX02,2036,18.108
GLOBAL,S1D3,ELCTZAXX02,2036,16.599
GLOBAL,S2D1,ELCTZAXX02,2036,15.090000000000002
GLOBAL,S2D2,ELCTZAXX02,2036,18.108
GLOBAL,S2D3,ELCTZAXX02,2036,15.090000000000002
GLOBAL,S3D1,ELCTZAXX02,2036,16.599
GLOBAL,S3D2,ELCTZAXX02,2036,19.617
GLOBAL,S3D3,ELCTZAXX02,2036,16.599
GLOBAL,S1D1,ELCTZAXX02,2037,15.988
GLOBAL,S1D2,ELCTZAXX02,2037,19.185599999999997
GLOBAL,S1D3,ELCTZAXX02,2037,17.5868
GLOBAL,S2D1,ELCTZAXX02,2037,15.988
GLOBAL,S2D2,ELCTZAXX02,2037,19.185599999999997
GLOBAL,S2D3,ELCTZAXX02,2037,15.988
GLOBAL,S3D1,ELCTZAXX02,2037,17.5868
GLOBAL,S3D2,ELCTZAXX02,2037,20.7844
GLOBAL,S3D3,ELCTZAXX02,2037,17.5868
GLOBAL,S1D1,ELCTZAXX02,2038,16.885
GLOBAL,S1D2,ELCTZAXX02,2038,20.261999999999997
GLOBAL,S1D3,ELCTZAXX02,2038,18.5735
GLOBAL,S2D1,ELCTZAXX02,2038,16.885
GLOBAL,S2D2,ELCTZAXX02,2038,20.261999999999997
GLOBAL,S2D3,ELCTZAXX02,2038,16.885
GLOBAL,S3D1,ELCTZAXX02,2038,18.5735
GLOBAL,S3D2,ELCTZAXX02,2038,21.9505
GLOBAL,S3D3,ELCTZAXX02,2038,18.5735
GLOBAL,S1D1,ELCTZAXX02,2039,17.783
GLOBAL,S1D2,ELCTZAXX02,2039,21.3396
GLOBAL,S1D3,ELCTZAXX02,2039,19.561300000000003
GLOBAL,S2D1,ELCTZAXX02,2039,17.783
GLOBAL,S2D2,ELCTZAXX02,2039,21.3396
GLOBAL,S2D3,ELCTZAXX02,2039,17.783
GLOBAL,S3D1,ELCTZAXX02,2039,19.561300000000003
GLOBAL,S3D2,ELCTZAXX02,2039,23.117900000000002
GLOBAL,S3D3,ELCTZAXX02,2039,19.561300000000003
GLOBAL,S1D1,ELCTZAXX02,2040,18.681
GLOBAL,S1D2,ELCTZAXX02,2040,22.4172
GLOBAL,S1D3,ELCTZAXX02,2040,20.5491
GLOBAL,S2D1,ELCTZAXX02,2040,18.681
GLOBAL,S2D2,ELCTZAXX02,2040,22.4172
GLOBAL,S2D3,ELCTZAXX02,2040,18.681
GLOBAL,S3D1,ELCTZAXX02,2040,20.5491
GLOBAL,S3D2,ELCTZAXX02,2040,24.2853
GLOBAL,S3D3,ELCTZAXX02,2040,20.5491
GLOBAL,S1D1,ELCTZAXX02,2041,19.742
GLOBAL,S1D2,ELCTZAXX02,2041,23.690399999999997
GLOBAL,S1D3,ELCTZAXX02,2041,21.716199999999997
GLOBAL,S2D1,ELCTZAXX02,2041,19.742
GLOBAL,S2D2,ELCTZAXX02,2041,23.690399999999997
GLOBAL,S2D3,ELCTZAXX02,2041,19.742
